uuid,text_url,text_version,pdf_path
GA2007HR161,http://www.legis.ga.gov/Legislation/20072008/67131.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2007HR161/GA2007HR161_2.pdf
GA2007S11,http://www.legis.ga.gov/Legislation/20072008/84559.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2007S11/GA2007S11_4.pdf
GA2007S194,http://www.legis.ga.gov/Legislation/20072008/75350.pdf,8,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2007S194/GA2007S194_8.pdf
GA2007S264,http://www.legis.ga.gov/Legislation/20072008/83754.pdf,9,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2007S264/GA2007S264_9.pdf
GA2007S554,http://www.legis.ga.gov/Legislation/20072008/85818.pdf,5,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2007S554/GA2007S554_5.pdf
GA2007SR865,http://www.legis.ga.gov/Legislation/20072008/78186.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2007SR865/GA2007SR865_2.pdf
GA2008H1112,http://www.legis.ga.gov/Legislation/20072008/85673.pdf,5,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2008H1112/GA2008H1112_5.pdf
GA2008H1143,http://www.legis.ga.gov/Legislation/20072008/77970.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2008H1143/GA2008H1143_2.pdf
GA2008H1175,http://www.legis.ga.gov/Legislation/20072008/78227.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2008H1175/GA2008H1175_2.pdf
GA2008H1372,http://www.legis.ga.gov/Legislation/20072008/80569.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2008H1372/GA2008H1372_2.pdf
GA2008H205,http://www.legis.ga.gov/Legislation/20072008/66738.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2008H205/GA2008H205_2.pdf
GA2008H43,http://www.legis.ga.gov/Legislation/20072008/65675.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2008H43/GA2008H43_2.pdf
GA2008H487,http://www.legis.ga.gov/Legislation/20072008/74979.pdf,11,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2008H487/GA2008H487_11.pdf
GA2008H62,http://www.legis.ga.gov/Legislation/20072008/65714.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2008H62/GA2008H62_2.pdf
GA2008H858,http://www.legis.ga.gov/Legislation/20072008/74119.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2008H858/GA2008H858_2.pdf
GA2008S264,http://www.legis.ga.gov/Legislation/20072008/83754.pdf,9,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2008S264/GA2008S264_9.pdf
GA2008S387,http://www.legis.ga.gov/Legislation/20072008/86065.pdf,6,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2008S387/GA2008S387_6.pdf
GA2008S422,http://www.legis.ga.gov/Legislation/20072008/77688.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2008S422/GA2008S422_2.pdf
GA2009H1025,http://www.legis.ga.gov/Legislation/20092010/102130.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2009H1025/GA2009H1025_4.pdf
GA2009H1044,http://www.legis.ga.gov/Legislation/20092010/98441.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2009H1044/GA2009H1044_2.pdf
GA2009H1114,http://www.legis.ga.gov/Legislation/20092010/99130.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2009H1114/GA2009H1114_2.pdf
GA2009H1142,http://www.legis.ga.gov/Legislation/20092010/103963.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2009H1142/GA2009H1142_4.pdf
GA2009H139,http://www.legis.ga.gov/Legislation/20092010/87108.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2009H139/GA2009H139_2.pdf
GA2009H1479,http://www.legis.ga.gov/Legislation/20092010/103908.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2009H1479/GA2009H1479_2.pdf
GA2009H1506,http://www.legis.ga.gov/Legislation/20092010/107684.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2009H1506/GA2009H1506_4.pdf
GA2009H209,http://www.legis.ga.gov/Legislation/20092010/90590.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2009H209/GA2009H209_4.pdf
GA2009H268,http://www.legis.ga.gov/Legislation/20092010/87986.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2009H268/GA2009H268_2.pdf
GA2009H383,http://www.legis.ga.gov/Legislation/20092010/91446.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2009H383/GA2009H383_4.pdf
GA2009H386,http://www.legis.ga.gov/Legislation/20092010/96194.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2009H386/GA2009H386_4.pdf
GA2009H45,http://www.legis.ga.gov/Legislation/20092010/91969.pdf,5,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2009H45/GA2009H45_5.pdf
GA2009H540,http://www.legis.ga.gov/Legislation/20092010/107426.pdf,11,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2009H540/GA2009H540_11.pdf
GA2009H548,http://www.legis.ga.gov/Legislation/20092010/90680.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2009H548/GA2009H548_2.pdf
GA2009H569,http://www.legis.ga.gov/Legislation/20092010/90928.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2009H569/GA2009H569_2.pdf
GA2009H658,http://www.legis.ga.gov/Legislation/20092010/96912.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2009H658/GA2009H658_4.pdf
GA2009H665,http://www.legis.ga.gov/Legislation/20092010/105230.pdf,9,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2009H665/GA2009H665_9.pdf
GA2009H678,http://www.legis.ga.gov/Legislation/20092010/93901.pdf,5,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2009H678/GA2009H678_5.pdf
GA2009H686,http://www.legis.ga.gov/Legislation/20092010/96556.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2009H686/GA2009H686_4.pdf
GA2009H687,http://www.legis.ga.gov/Legislation/20092010/94071.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2009H687/GA2009H687_4.pdf
GA2009H711,http://www.legis.ga.gov/Legislation/20092010/96233.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2009H711/GA2009H711_4.pdf
GA2009H723,http://www.legis.ga.gov/Legislation/20092010/96236.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2009H723/GA2009H723_4.pdf
GA2009H744,http://www.legis.ga.gov/Legislation/20092010/97034.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2009H744/GA2009H744_4.pdf
GA2009H780,http://www.legis.ga.gov/Legislation/20092010/93566.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2009H780/GA2009H780_2.pdf
GA2009H798,http://www.legis.ga.gov/Legislation/20092010/97038.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2009H798/GA2009H798_4.pdf
GA2009H841,http://www.legis.ga.gov/Legislation/20092010/96995.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2009H841/GA2009H841_4.pdf
GA2009H848,http://www.legis.ga.gov/Legislation/20092010/95461.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2009H848/GA2009H848_2.pdf
GA2009H86,http://www.legis.ga.gov/Legislation/20092010/96382.pdf,7,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2009H86/GA2009H86_7.pdf
GA2009HR22,http://www.legis.ga.gov/Legislation/20092010/90890.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2009HR22/GA2009HR22_4.pdf
GA2009S152,http://www.legis.ga.gov/Legislation/20092010/96938.pdf,8,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2009S152/GA2009S152_8.pdf
GA2009S17,http://www.legis.ga.gov/Legislation/20092010/107545.pdf,17,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2009S17/GA2009S17_17.pdf
GA2009S185,http://www.legis.ga.gov/Legislation/20092010/90091.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2009S185/GA2009S185_2.pdf
GA2009S242,http://www.legis.ga.gov/Legislation/20092010/91924.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2009S242/GA2009S242_2.pdf
GA2009S545,http://www.legis.ga.gov/Legislation/20092010/107742.pdf,5,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2009S545/GA2009S545_5.pdf
GA2009S70,http://www.legis.ga.gov/Legislation/20092010/95321.pdf,5,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2009S70/GA2009S70_5.pdf
GA2009S86,http://www.legis.ga.gov/Legislation/20092010/96910.pdf,9,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2009S86/GA2009S86_9.pdf
GA2009SR108,http://www.legis.ga.gov/Legislation/20092010/87734.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2009SR108/GA2009SR108_2.pdf
GA2010H1073,http://www.legis.ga.gov/Legislation/20092010/105234.pdf,7,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2010H1073/GA2010H1073_7.pdf
GA2010H1141,http://www.legis.ga.gov/Legislation/20092010/99466.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2010H1141/GA2010H1141_2.pdf
GA2010H1257,http://www.legis.ga.gov/Legislation/20092010/100570.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2010H1257/GA2010H1257_2.pdf
GA2010H1335,http://www.legis.ga.gov/Legislation/20092010/101199.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2010H1335/GA2010H1335_2.pdf
GA2010H139,http://www.legis.ga.gov/Legislation/20092010/87108.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2010H139/GA2010H139_2.pdf
GA2010H1425,http://www.legis.ga.gov/Legislation/20092010/102628.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2010H1425/GA2010H1425_2.pdf
GA2010H209,http://www.legis.ga.gov/Legislation/20092010/90590.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2010H209/GA2010H209_4.pdf
GA2010H268,http://www.legis.ga.gov/Legislation/20092010/87986.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2010H268/GA2010H268_2.pdf
GA2010H45,http://www.legis.ga.gov/Legislation/20092010/91969.pdf,5,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2010H45/GA2010H45_5.pdf
GA2010H540,http://www.legis.ga.gov/Legislation/20092010/107426.pdf,11,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2010H540/GA2010H540_11.pdf
GA2010H548,http://www.legis.ga.gov/Legislation/20092010/90680.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2010H548/GA2010H548_2.pdf
GA2010H665,http://www.legis.ga.gov/Legislation/20092010/105230.pdf,9,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2010H665/GA2010H665_9.pdf
GA2010H780,http://www.legis.ga.gov/Legislation/20092010/93566.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2010H780/GA2010H780_2.pdf
GA2010H848,http://www.legis.ga.gov/Legislation/20092010/95461.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2010H848/GA2010H848_2.pdf
GA2010S17,http://www.legis.ga.gov/Legislation/20092010/107545.pdf,17,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2010S17/GA2010S17_17.pdf
GA2010S185,http://www.legis.ga.gov/Legislation/20092010/90091.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2010S185/GA2010S185_2.pdf
GA2010S348,http://www.legis.ga.gov/Legislation/20092010/98457.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2010S348/GA2010S348_2.pdf
GA2010S359,http://www.legis.ga.gov/Legislation/20092010/98731.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2010S359/GA2010S359_2.pdf
GA2010S406,http://www.legis.ga.gov/Legislation/20092010/104964.pdf,9,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2010S406/GA2010S406_9.pdf
GA2010S434,http://www.legis.ga.gov/Legislation/20092010/100238.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2010S434/GA2010S434_2.pdf
GA2010SR108,http://www.legis.ga.gov/Legislation/20092010/87734.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2010SR108/GA2010SR108_2.pdf
GA2011H1245,http://www.legis.ga.gov/Legislation/20112012/126320.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2011H1245/GA2011H1245_4.pdf
GA2011H1250,http://www.legis.ga.gov/Legislation/20112012/126325.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2011H1250/GA2011H1250_4.pdf
GA2011H1299,http://www.legis.ga.gov/Legislation/20112012/127861.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2011H1299/GA2011H1299_4.pdf
GA2011H138,http://www.legis.ga.gov/Legislation/20112012/108934.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2011H138/GA2011H138_2.pdf
GA2011H294,http://www.legis.ga.gov/Legislation/20112012/116300.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2011H294/GA2011H294_4.pdf
GA2011H417,http://www.legis.ga.gov/Legislation/20112012/111553.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2011H417/GA2011H417_2.pdf
GA2011H494,http://www.legis.ga.gov/Legislation/20112012/112370.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2011H494/GA2011H494_2.pdf
GA2011H551,http://www.legis.ga.gov/Legislation/20112012/115060.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2011H551/GA2011H551_4.pdf
GA2011H553,http://www.legis.ga.gov/Legislation/20112012/115054.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2011H553/GA2011H553_4.pdf
GA2011H566,http://www.legis.ga.gov/Legislation/20112012/115062.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2011H566/GA2011H566_4.pdf
GA2011H569,http://www.legis.ga.gov/Legislation/20112012/116396.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2011H569/GA2011H569_4.pdf
GA2011H573,http://www.legis.ga.gov/Legislation/20112012/115067.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2011H573/GA2011H573_4.pdf
GA2011H602,http://www.legis.ga.gov/Legislation/20112012/116601.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2011H602/GA2011H602_4.pdf
GA2011H638,http://www.legis.ga.gov/Legislation/20112012/122936.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2011H638/GA2011H638_4.pdf
GA2011H92,http://www.legis.ga.gov/Legislation/20112012/116254.pdf,8,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2011H92/GA2011H92_8.pdf
GA2011S101,http://www.legis.ga.gov/Legislation/20112012/126241.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2011S101/GA2011S101_4.pdf
GA2011S160,http://www.legis.ga.gov/Legislation/20112012/116842.pdf,14,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2011S160/GA2011S160_14.pdf
GA2011S163,http://www.legis.ga.gov/Legislation/20112012/116895.pdf,6,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2011S163/GA2011S163_6.pdf
GA2011S173,http://www.legis.ga.gov/Legislation/20112012/113645.pdf,5,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2011S173/GA2011S173_5.pdf
GA2011S462,http://www.legis.ga.gov/Legislation/20112012/127966.pdf,5,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2011S462/GA2011S462_5.pdf
GA2011S477,http://www.legis.ga.gov/Legislation/20112012/125701.pdf,5,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2011S477/GA2011S477_5.pdf
GA2011S520,http://www.legis.ga.gov/Legislation/20112012/127792.pdf,5,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2011S520/GA2011S520_5.pdf
GA2011S82,http://www.legis.ga.gov/Legislation/20112012/116888.pdf,10,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2011S82/GA2011S82_10.pdf
GA2011S92,http://www.legis.ga.gov/Legislation/20112012/127629.pdf,9,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2011S92/GA2011S92_9.pdf
GA2012H1228,http://www.legis.ga.gov/Legislation/20112012/124227.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2012H1228/GA2012H1228_2.pdf
GA2012H138,http://www.legis.ga.gov/Legislation/20112012/108934.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2012H138/GA2012H138_2.pdf
GA2012H494,http://www.legis.ga.gov/Legislation/20112012/112370.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2012H494/GA2012H494_2.pdf
GA2012H707,http://www.legis.ga.gov/Legislation/20112012/118313.pdf,3,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2012H707/GA2012H707_3.pdf
GA2012H899,http://www.legis.ga.gov/Legislation/20112012/125962.pdf,11,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2012H899/GA2012H899_11.pdf
GA2012H92,http://www.legis.ga.gov/Legislation/20112012/116254.pdf,8,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2012H92/GA2012H92_8.pdf
GA2012H939,http://www.legis.ga.gov/Legislation/20112012/120309.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2012H939/GA2012H939_2.pdf
GA2012H949,http://www.legis.ga.gov/Legislation/20112012/120442.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2012H949/GA2012H949_2.pdf
GA2012S101,http://www.legis.ga.gov/Legislation/20112012/126241.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2012S101/GA2012S101_4.pdf
GA2012S325,http://www.legis.ga.gov/Legislation/20112012/118760.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2012S325/GA2012S325_2.pdf
GA2012S326,http://www.legis.ga.gov/Legislation/20112012/118764.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2012S326/GA2012S326_2.pdf
GA2012S82,http://www.legis.ga.gov/Legislation/20112012/116888.pdf,10,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2012S82/GA2012S82_10.pdf
GA2012S92,http://www.legis.ga.gov/Legislation/20112012/127629.pdf,9,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2012S92/GA2012S92_9.pdf
GA2013H1018,http://www.legis.ga.gov/Legislation/20132014/142378.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2013H1018/GA2013H1018_4.pdf
GA2013H1048,http://www.legis.ga.gov/Legislation/20132014/142521.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2013H1048/GA2013H1048_4.pdf
GA2013H1106,http://www.legis.ga.gov/Legislation/20132014/143775.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2013H1106/GA2013H1106_4.pdf
GA2013H1131,http://www.legis.ga.gov/Legislation/20132014/145009.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2013H1131/GA2013H1131_4.pdf
GA2013H223,http://www.legis.ga.gov/Legislation/20132014/132168.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2013H223/GA2013H223_4.pdf
GA2013H347,http://www.legis.ga.gov/Legislation/20132014/135385.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2013H347/GA2013H347_4.pdf
GA2013H505,http://www.legis.ga.gov/Legislation/20132014/134732.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2013H505/GA2013H505_4.pdf
GA2013H552,http://www.legis.ga.gov/Legislation/20132014/135398.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2013H552/GA2013H552_4.pdf
GA2013H576,http://www.legis.ga.gov/Legislation/20132014/135570.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2013H576/GA2013H576_4.pdf
GA2013H615,http://www.legis.ga.gov/Legislation/20132014/134597.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2013H615/GA2013H615_2.pdf
GA2013H630,http://www.legis.ga.gov/Legislation/20132014/136771.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2013H630/GA2013H630_4.pdf
GA2013H632,http://www.legis.ga.gov/Legislation/20132014/134891.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2013H632/GA2013H632_2.pdf
GA2013H661,http://www.legis.ga.gov/Legislation/20132014/137135.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2013H661/GA2013H661_4.pdf
GA2013H792,http://www.legis.ga.gov/Legislation/20132014/141151.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2013H792/GA2013H792_4.pdf
GA2013H865,http://www.legis.ga.gov/Legislation/20132014/141370.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2013H865/GA2013H865_4.pdf
GA2013H944,http://www.legis.ga.gov/Legislation/20132014/141767.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2013H944/GA2013H944_4.pdf
GA2013H997,http://www.legis.ga.gov/Legislation/20132014/142372.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2013H997/GA2013H997_4.pdf
GA2013HR108,http://www.legis.ga.gov/Legislation/20132014/129252.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2013HR108/GA2013HR108_2.pdf
GA2013HR162,http://www.legis.ga.gov/Legislation/20132014/129594.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2013HR162/GA2013HR162_2.pdf
GA2013HR203,http://www.legis.ga.gov/Legislation/20132014/129879.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2013HR203/GA2013HR203_2.pdf
GA2013S254,http://www.legis.ga.gov/Legislation/20132014/136983.pdf,5,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2013S254/GA2013S254_5.pdf
GA2013S297,http://www.legis.ga.gov/Legislation/20132014/138552.pdf,10,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2013S297/GA2013S297_10.pdf
GA2013S3,http://www.legis.ga.gov/Legislation/20132014/128031.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2013S3/GA2013S3_2.pdf
GA2013S428,http://www.legis.ga.gov/Legislation/20132014/142732.pdf,3,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2013S428/GA2013S428_3.pdf
