UUID,session,bill_number
PA2014H1827,2013-2014 Regular Session,HB 1827
PA2014H1830,2013-2014 Regular Session,HB 1830
PA2014H1835,2013-2014 Regular Session,HB 1835
PA2014H1934,2013-2014 Regular Session,HB 1934
PA2014H1953,2013-2014 Regular Session,HB 1953
PA2014H1987,2013-2014 Regular Session,HB 1987
PA2014H1991,2013-2014 Regular Session,HB 1991
PA2014H2139,2013-2014 Regular Session,HB 2139
PA2014H2161,2013-2014 Regular Session,HB 2161
PA2014H2196,2013-2014 Regular Session,HB 2196
PA2014H2197,2013-2014 Regular Session,HB 2197
PA2014H2546,2013-2014 Regular Session,HB 2546
PA2014H361,2013-2014 Regular Session,HB 361
PA2014H362,2013-2014 Regular Session,HB 362
PA2014H392,2013-2014 Regular Session,HB 392
PA2014H417,2013-2014 Regular Session,HB 417
PA2014H454,2013-2014 Regular Session,HB 454
PA2014H548,2013-2014 Regular Session,HB 548
PA2014H640,2013-2014 Regular Session,HB 640
PA2014H783,2013-2014 Regular Session,HB 783
PA2014H795,2013-2014 Regular Session,HB 795
PA2014H876,2013-2014 Regular Session,HB 876
PA2014H94,2013-2014 Regular Session,HB 94
PA2014H959,2013-2014 Regular Session,HB 959
PA2014H988,2013-2014 Regular Session,HB 988
PA2014HR1007,2013-2014 Regular Session,HR 1007
PA2014HR458,2013-2014 Regular Session,HR 458
PA2014HR539,2013-2014 Regular Session,HR 539
PA2014HR867,2013-2014 Regular Session,HR 867
PA2014S1152,2013-2014 Regular Session,SB 1152
PA2014S1178,2013-2014 Regular Session,SB 1178
PA2014S1232,2013-2014 Regular Session,SB 1232
PA2014S1496,2013-2014 Regular Session,SB 1496
PA2014S182,2013-2014 Regular Session,SB 182
PA2014S195,2013-2014 Regular Session,SB 195
PA2014S255,2013-2014 Regular Session,SB 255
PA2014S285,2013-2014 Regular Session,SB 285
PA2014S362,2013-2014 Regular Session,SB 362
PA2014S363,2013-2014 Regular Session,SB 363
PA2014S364,2013-2014 Regular Session,SB 364
PA2014S37,2013-2014 Regular Session,SB 37
PA2014S404,2013-2014 Regular Session,SB 404
PA2014S436,2013-2014 Regular Session,SB 436
PA2014S49,2013-2014 Regular Session,SB 49
PA2014S538,2013-2014 Regular Session,SB 538
PA2014S543,2013-2014 Regular Session,SB 543
PA2014S562,2013-2014 Regular Session,SB 562
PA2014S636,2013-2014 Regular Session,SB 636
PA2014S69,2013-2014 Regular Session,SB 69
PA2014S696,2013-2014 Regular Session,SB 696
PA2014S708,2013-2014 Regular Session,SB 708
PA2014S709,2013-2014 Regular Session,SB 709
PA2014S900,2013-2014 Regular Session,SB 900
PA2014S976,2013-2014 Regular Session,SB 976
PA2014SR28,2013-2014 Regular Session,SR 28
PA1995H2601,1995-1996 Regular Session,HB 2601
PA1995H910,1995-1996 Regular Session,HB 910
PA1995S1292,1995-1996 Regular Session,SB 1292
PA1995H1994,1995-1996 Regular Session,HB 1994
PA1995H99,1995-1996 Regular Session,HB 99
PA1995H443,1995-1996 Regular Session,HB 443
PA1995H2651,1995-1996 Regular Session,HB 2651
PA1995S1351,1995-1996 Regular Session,SB 1351
PA1995S5,1995-1996 Regular Session,SB 5
PA1995H1844,1995-1996 Regular Session,HB 1844
PA1995H1864,1995-1996 Regular Session,HB 1864
PA1995S1523,1995-1996 Regular Session,SB 1523
PA1995H1865,1995-1996 Regular Session,HB 1865
PA1995H875,1995-1996 Regular Session,HB 875
PA1995H876,1995-1996 Regular Session,HB 876
PA1995H956,1995-1996 Regular Session,HB 956
PA1995H1516,1995-1996 Regular Session,HB 1516
PA1995H1615,1995-1996 Regular Session,HB 1615
PA1995H2654,1995-1996 Regular Session,HB 2654
PA1995H334,1995-1996 Regular Session,HB 334
PA1995H24,1995-1996 Regular Session,HB 24
PA1995H1349,1995-1996 Regular Session,HB 1349
PA1995H1486,1995-1996 Regular Session,HB 1486
PA1995H644,1995-1996 Regular Session,HB 644
PA1995H643,1995-1996 Regular Session,HB 643
PA1995H1331,1995-1996 Regular Session,HB 1331
PA1995H2655,1995-1996 Regular Session,HB 2655
PA1995S145,1995-1996 Regular Session,SB 145
PA1995S413,1995-1996 Regular Session,SB 413
PA1995H1023,1995-1996 Regular Session,HB 1023
PA1995H877,1995-1996 Regular Session,HB 877
PA1995S1027,1995-1996 Regular Session,SB 1027
PA1995H1212,1995-1996 Regular Session,HB 1212
PA1995H1329,1995-1996 Regular Session,HB 1329
PA1995H2859,1995-1996 Regular Session,HB 2859
PA1995S359,1995-1996 Regular Session,SB 359
PA1995S301,1995-1996 Regular Session,SB 301
PA1995S374,1995-1996 Regular Session,SB 374
PA1995H2653,1995-1996 Regular Session,HB 2653
PA1995H2407,1995-1996 Regular Session,HB 2407
PA1995S1104,1995-1996 Regular Session,SB 1104
PA1997H334,1997-1998 Regular Session,HB 334
PA1997H2577,1997-1998 Regular Session,HB 2577
PA1997H2116,1997-1998 Regular Session,HB 2116
PA1997H1674,1997-1998 Regular Session,HB 1674
PA1997H630,1997-1998 Regular Session,HB 630
PA1997H986,1997-1998 Regular Session,HB 986
PA1997S475,1997-1998 Regular Session,SB 475
PA1997H1760,1997-1998 Regular Session,HB 1760
PA1997H2256,1997-1998 Regular Session,HB 2256
PA1997H171,1997-1998 Regular Session,HB 171
PA1997H2416,1997-1998 Regular Session,HB 2416
PA1997H2340,1997-1998 Regular Session,HB 2340
PA1997H378,1997-1998 Regular Session,HB 378
PA1997H696,1997-1998 Regular Session,HB 696
PA1997H790,1997-1998 Regular Session,HB 790
PA1997H567,1997-1998 Regular Session,HB 567
PA1997S352,1997-1998 Regular Session,SB 352
PA1997H2583,1997-1998 Regular Session,HB 2583
PA1997S200,1997-1998 Regular Session,SB 200
PA1997S954,1997-1998 Regular Session,SB 954
PA1997S632,1997-1998 Regular Session,SB 632
PA1997S424,1997-1998 Regular Session,SB 424
PA1997S104,1997-1998 Regular Session,SB 104
PA1997S1589,1997-1998 Regular Session,SB 1589
PA1997S1014,1997-1998 Regular Session,SB 1014
PA1997H1394,1997-1998 Regular Session,HB 1394
PA1997H205,1997-1998 Regular Session,HB 205
PA1997S1008,1997-1998 Regular Session,SB 1008
PA1997H1971,1997-1998 Regular Session,HB 1971
PA1997S958,1997-1998 Regular Session,SB 958
PA1997S822,1997-1998 Regular Session,SB 822
PA1997S365,1997-1998 Regular Session,SB 365
PA1997H741,1997-1998 Regular Session,HB 741
PA1997H1151,1997-1998 Regular Session,HB 1151
PA1997H1149,1997-1998 Regular Session,HB 1149
PA1997S676,1997-1998 Regular Session,SB 676
PA1997H813,1997-1998 Regular Session,HB 813
PA1997S1457,1997-1998 Regular Session,SB 1457
PA1997H686,1997-1998 Regular Session,HB 686
PA1997H1743,1997-1998 Regular Session,HB 1743
PA1997S379,1997-1998 Regular Session,SB 379
PA1997S880,1997-1998 Regular Session,SB 880
PA1997S267,1997-1998 Regular Session,SB 267
PA1997S1112,1997-1998 Regular Session,SB 1112
PA1997H1753,1997-1998 Regular Session,HB 1753
PA1997H446,1997-1998 Regular Session,HB 446
PA1997S1136,1997-1998 Regular Session,SB 1136
PA1997H1788,1997-1998 Regular Session,HB 1788
PA1997H2252,1997-1998 Regular Session,HB 2252
PA1997H1874,1997-1998 Regular Session,HB 1874
PA1997S520,1997-1998 Regular Session,SB 520
PA1997S1133,1997-1998 Regular Session,SB 1133
PA1997H2188,1997-1998 Regular Session,HB 2188
PA1997H1531,1997-1998 Regular Session,HB 1531
PA1997H2407,1997-1998 Regular Session,HB 2407
PA1997H1875,1997-1998 Regular Session,HB 1875
PA1997H912,1997-1998 Regular Session,HB 912
PA1997S477,1997-1998 Regular Session,SB 477
PA1997S789,1997-1998 Regular Session,SB 789
PA1997S768,1997-1998 Regular Session,SB 768
PA1997H1876,1997-1998 Regular Session,HB 1876
PA1997H315,1997-1998 Regular Session,HB 315
PA1997H2736,1997-1998 Regular Session,HB 2736
PA1997H1460,1997-1998 Regular Session,HB 1460
PA1997S628,1997-1998 Regular Session,SB 628
PA1997S627,1997-1998 Regular Session,SB 627
PA1997S767,1997-1998 Regular Session,SB 767
PA1997S630,1997-1998 Regular Session,SB 630
PA1997S591,1997-1998 Regular Session,SB 591
PA1997H684,1997-1998 Regular Session,HB 684
PA1997H1153,1997-1998 Regular Session,HB 1153
PA1997S786,1997-1998 Regular Session,SB 786
PA1999H67,1999-2000 Regular Session,HB 67
PA1999H2472,1999-2000 Regular Session,HB 2472
PA1999H1098,1999-2000 Regular Session,HB 1098
PA1999H460,1999-2000 Regular Session,HB 460
PA1999H2529,1999-2000 Regular Session,HB 2529
PA1999S222,1999-2000 Regular Session,SB 222
PA1999H1517,1999-2000 Regular Session,HB 1517
PA1999H118,1999-2000 Regular Session,HB 118
PA1999S1154,1999-2000 Regular Session,SB 1154
PA1999S1498,1999-2000 Regular Session,SB 1498
PA1999H1983,1999-2000 Regular Session,HB 1983
PA1999S90,1999-2000 Regular Session,SB 90
PA1999H2540,1999-2000 Regular Session,HB 2540
PA1999S1004,1999-2000 Regular Session,SB 1004
PA1999H2654,1999-2000 Regular Session,HB 2654
PA1999H2706,1999-2000 Regular Session,HB 2706
PA1999H2729,1999-2000 Regular Session,HB 2729
PA1999H1620,1999-2000 Regular Session,HB 1620
PA1999H1054,1999-2000 Regular Session,HB 1054
PA1999H1176,1999-2000 Regular Session,HB 1176
PA1999H1387,1999-2000 Regular Session,HB 1387
PA1999H1324,1999-2000 Regular Session,HB 1324
PA1999S369,1999-2000 Regular Session,SB 369
PA1999H1236,1999-2000 Regular Session,HB 1236
PA1999H1687,1999-2000 Regular Session,HB 1687
PA1999S689,1999-2000 Regular Session,SB 689
PA1999H798,1999-2000 Regular Session,HB 798
PA1999H2881,1999-2000 Regular Session,HB 2881
PA1999S1286,1999-2000 Regular Session,SB 1286
PA1999H1686,1999-2000 Regular Session,HB 1686
PA1999S969,1999-2000 Regular Session,SB 969
PA1999H2192,1999-2000 Regular Session,HB 2192
PA1999H1642,1999-2000 Regular Session,HB 1642
PA1999H725,1999-2000 Regular Session,HB 725
PA1999H2207,1999-2000 Regular Session,HB 2207
PA1999H1360,1999-2000 Regular Session,HB 1360
PA1999H2280,1999-2000 Regular Session,HB 2280
PA1999S1533,1999-2000 Regular Session,SB 1533
PA1999H1086,1999-2000 Regular Session,HB 1086
PA1999S915,1999-2000 Regular Session,SB 915
