session_id,bill_id,url
04,SB856,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=220
04,SB857,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=221
04,SB858,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=222
04,SB859,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=223
04,SB860,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=224
04,SB861,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=225
04,SB862,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=226
04,SB863,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=227
04,SB864,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=228
04,SB865,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=229
04,SB866,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=230
04,SB867,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=231
04,SB868,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=232
04,SB869,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=233
04,SB870,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=234
04,SB871,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=235
04,SB872,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=236
04,SB873,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=237
04,SB874,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=238
04,SB875,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=239
04,SB876,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=240
04,SB877,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=241
04,SB878,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=242
04,SB879,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=243
04,SB880,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=244
04,SB881,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=245
04,SB882,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=246
04,SB883,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=247
04,SB884,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=248
04,SB885,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=249
04,SB886,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=250
04,SB887,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=251
04,SB888,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=252
