UUID,session,bill_number
AZ2014H2132,2014 - Fifty-first Legislature - Second Regular Session,HB2132
AZ2014H2155,2014 - Fifty-first Legislature - Second Regular Session,HB2155
AZ2014H2194,2014 - Fifty-first Legislature - Second Regular Session,HB2194
AZ2014H2246,2014 - Fifty-first Legislature - Second Regular Session,HB2246
AZ2014H2277,2014 - Fifty-first Legislature - Second Regular Session,HB2277
AZ2014H2301,2014 - Fifty-first Legislature - Second Regular Session,HB2301
AZ2014H2364,2014 - Fifty-first Legislature - Second Regular Session,HB2364
AZ2014H2424,2014 - Fifty-first Legislature - Second Regular Session,HB2424
AZ2014H2445,2014 - Fifty-first Legislature - Second Regular Session,HB2445
AZ2014H2596,2014 - Fifty-first Legislature - Second Regular Session,HB2596
AZ2014H2656,2014 - Fifty-first Legislature - Second Regular Session,HB2656
AZ2014H2657,2014 - Fifty-first Legislature - Second Regular Session,HB2657
AZ2014H2658,2014 - Fifty-first Legislature - Second Regular Session,HB2658
AZ2014H2681,2014 - Fifty-first Legislature - Second Regular Session,HB2681
AZ2014H2686,2014 - Fifty-first Legislature - Second Regular Session,HB2686
AZ2014HCR2011,2014 - Fifty-first Legislature - Second Regular Session,HCR2011
AZ2014HCR2031,2014 - Fifty-first Legislature - Second Regular Session,HCR2031
AZ2014S1125,2014 - Fifty-first Legislature - Second Regular Session,SB1125
AZ2014S1130,2014 - Fifty-first Legislature - Second Regular Session,SB1130
AZ2014S1186,2014 - Fifty-first Legislature - Second Regular Session,SB1186
AZ2014S1189,2014 - Fifty-first Legislature - Second Regular Session,SB1189
AZ2014S1254,2014 - Fifty-first Legislature - Second Regular Session,SB1254
AZ2014S1270,2014 - Fifty-first Legislature - Second Regular Session,SB1270
AZ2014S1419,2014 - Fifty-first Legislature - Second Regular Session,SB1419
AZ2014S1420,2014 - Fifty-first Legislature - Second Regular Session,SB1420
AZ2014S1421,2014 - Fifty-first Legislature - Second Regular Session,SB1421
AZ2014S1423,2014 - Fifty-first Legislature - Second Regular Session,SB1423
AZ2014S1424,2014 - Fifty-first Legislature - Second Regular Session,SB1424
AZ2014S1425,2014 - Fifty-first Legislature - Second Regular Session,SB1425
AZ2014S1426,2014 - Fifty-first Legislature - Second Regular Session,SB1426
AZ2014S1427,2014 - Fifty-first Legislature - Second Regular Session,SB1427
AZ2014S1429,2014 - Fifty-first Legislature - Second Regular Session,SB1429
AZ2014S1430,2014 - Fifty-first Legislature - Second Regular Session,SB1430
AZ2014S1433,2014 - Fifty-first Legislature - Second Regular Session,SB1433
AZ1995H2020,1995 - Forty-second Legislature - First Regular Session,HB2020
AZ1995H2024,1995 - Forty-second Legislature - First Regular Session,HB2024
AZ1995H2052,1995 - Forty-second Legislature - First Regular Session,HB2052
AZ1995H2108,1995 - Forty-second Legislature - First Regular Session,HB2108
AZ1995H2135,1995 - Forty-second Legislature - First Regular Session,HB2135
AZ1995H2158,1995 - Forty-second Legislature - First Regular Session,HB2158
AZ1995H2163,1995 - Forty-second Legislature - First Regular Session,HB2163
AZ1995H2241,1995 - Forty-second Legislature - First Regular Session,HB2241
AZ1995H2285,1995 - Forty-second Legislature - First Regular Session,HB2285
AZ1995H2297,1995 - Forty-second Legislature - First Regular Session,HB2297
AZ1995H2335,1995 - Forty-second Legislature - First Regular Session,HB2335
AZ1995H2337,1995 - Forty-second Legislature - First Regular Session,HB2337
AZ1995H2370,1995 - Forty-second Legislature - First Regular Session,HB2370
AZ1995H2481,1995 - Forty-second Legislature - First Regular Session,HB2481
AZ1995HCR2001,1995 - Forty-second Legislature - First Regular Session,HCR2001
AZ1995HCR2002,1995 - Forty-second Legislature - First Regular Session,HCR2002
AZ1995HCR2003,1995 - Forty-second Legislature - First Regular Session,HCR2003
AZ1995HCR2005,1995 - Forty-second Legislature - First Regular Session,HCR2005
AZ1995HCR2006,1995 - Forty-second Legislature - First Regular Session,HCR2006
AZ1995HCR2007,1995 - Forty-second Legislature - First Regular Session,HCR2007
AZ1995HCR2008,1995 - Forty-second Legislature - First Regular Session,HCR2008
AZ1995HCR2010,1995 - Forty-second Legislature - First Regular Session,HCR2010
AZ1995HCR2011,1995 - Forty-second Legislature - First Regular Session,HCR2011
AZ1995HCR2014,1995 - Forty-second Legislature - First Regular Session,HCR2014
AZ1995HCR2018,1995 - Forty-second Legislature - First Regular Session,HCR2018
AZ1995HCR2019,1995 - Forty-second Legislature - First Regular Session,HCR2019
AZ1995HCR2022,1995 - Forty-second Legislature - First Regular Session,HCR2022
AZ1995HCR2023,1995 - Forty-second Legislature - First Regular Session,HCR2023
AZ1995HCR2024,1995 - Forty-second Legislature - First Regular Session,HCR2024
AZ1995S1059,1995 - Forty-second Legislature - First Regular Session,SB1059
AZ1995S1088,1995 - Forty-second Legislature - First Regular Session,SB1088
AZ1995S1095,1995 - Forty-second Legislature - First Regular Session,SB1095
AZ1995S1096,1995 - Forty-second Legislature - First Regular Session,SB1096
AZ1995S1138,1995 - Forty-second Legislature - First Regular Session,SB1138
AZ1995S1142,1995 - Forty-second Legislature - First Regular Session,SB1142
AZ1995S1157,1995 - Forty-second Legislature - First Regular Session,SB1157
AZ1995S1164,1995 - Forty-second Legislature - First Regular Session,SB1164
AZ1995S1203,1995 - Forty-second Legislature - First Regular Session,SB1203
AZ1995S1210,1995 - Forty-second Legislature - First Regular Session,SB1210
AZ1995S1213,1995 - Forty-second Legislature - First Regular Session,SB1213
AZ1995S1244,1995 - Forty-second Legislature - First Regular Session,SB1244
AZ1995S1245,1995 - Forty-second Legislature - First Regular Session,SB1245
AZ1995S1255,1995 - Forty-second Legislature - First Regular Session,SB1255
AZ1995S1263,1995 - Forty-second Legislature - First Regular Session,SB1263
AZ1995S1266,1995 - Forty-second Legislature - First Regular Session,SB1266
AZ1995S1278,1995 - Forty-second Legislature - First Regular Session,SB1278
AZ1995SCR1004,1995 - Forty-second Legislature - First Regular Session,SCR1004
AZ1995SCR1005,1995 - Forty-second Legislature - First Regular Session,SCR1005
AZ1995SCR1007,1995 - Forty-second Legislature - First Regular Session,SCR1007
AZ1995SCR1011,1995 - Forty-second Legislature - First Regular Session,SCR1011
AZ1995S1006,1995 - Forty-second Legislature - First Special Session,SB1006
AZ1995H2005,1995 - Forty-second Legislature - Fourth Special Session,HB2005
AZ1995S1005,1995 - Forty-second Legislature - Fourth Special Session,SB1005
AZ1996H2167,1996 - Forty-second Legislature - Second Regular Session,HB2167
AZ1996H2181,1996 - Forty-second Legislature - Second Regular Session,HB2181
AZ1996H2183,1996 - Forty-second Legislature - Second Regular Session,HB2183
AZ1996H2208,1996 - Forty-second Legislature - Second Regular Session,HB2208
AZ1996H2241,1996 - Forty-second Legislature - Second Regular Session,HB2241
AZ1996H2255,1996 - Forty-second Legislature - Second Regular Session,HB2255
AZ1996H2259,1996 - Forty-second Legislature - Second Regular Session,HB2259
AZ1996H2271,1996 - Forty-second Legislature - Second Regular Session,HB2271
AZ1996H2303,1996 - Forty-second Legislature - Second Regular Session,HB2303
AZ1996H2329,1996 - Forty-second Legislature - Second Regular Session,HB2329
AZ1996H2365,1996 - Forty-second Legislature - Second Regular Session,HB2365
AZ1996H2398,1996 - Forty-second Legislature - Second Regular Session,HB2398
AZ1996H2417,1996 - Forty-second Legislature - Second Regular Session,HB2417
AZ1996H2425,1996 - Forty-second Legislature - Second Regular Session,HB2425
AZ1996H2429,1996 - Forty-second Legislature - Second Regular Session,HB2429
AZ1996H2433,1996 - Forty-second Legislature - Second Regular Session,HB2433
AZ1996H2452,1996 - Forty-second Legislature - Second Regular Session,HB2452
AZ1996H2500,1996 - Forty-second Legislature - Second Regular Session,HB2500
AZ1996HCR2002,1996 - Forty-second Legislature - Second Regular Session,HCR2002
AZ1996HCR2003,1996 - Forty-second Legislature - Second Regular Session,HCR2003
AZ1996HCR2005,1996 - Forty-second Legislature - Second Regular Session,HCR2005
AZ1996HCR2006,1996 - Forty-second Legislature - Second Regular Session,HCR2006
AZ1996HCR2007,1996 - Forty-second Legislature - Second Regular Session,HCR2007
AZ1996HCR2008,1996 - Forty-second Legislature - Second Regular Session,HCR2008
AZ1996HCR2009,1996 - Forty-second Legislature - Second Regular Session,HCR2009
AZ1996HCR2010,1996 - Forty-second Legislature - Second Regular Session,HCR2010
AZ1996HCR2013,1996 - Forty-second Legislature - Second Regular Session,HCR2013
AZ1996HCR2014,1996 - Forty-second Legislature - Second Regular Session,HCR2014
AZ1996HCR2016,1996 - Forty-second Legislature - Second Regular Session,HCR2016
AZ1996HCR2018,1996 - Forty-second Legislature - Second Regular Session,HCR2018
AZ1996HCR2020,1996 - Forty-second Legislature - Second Regular Session,HCR2020
AZ1996HCR2021,1996 - Forty-second Legislature - Second Regular Session,HCR2021
AZ1996HCR2023,1996 - Forty-second Legislature - Second Regular Session,HCR2023
AZ1996HCR2024,1996 - Forty-second Legislature - Second Regular Session,HCR2024
AZ1996HCR2025,1996 - Forty-second Legislature - Second Regular Session,HCR2025
AZ1996HCR2027,1996 - Forty-second Legislature - Second Regular Session,HCR2027
AZ1996HCR2028,1996 - Forty-second Legislature - Second Regular Session,HCR2028
AZ1996HCR2029,1996 - Forty-second Legislature - Second Regular Session,HCR2029
AZ1996HCR2030,1996 - Forty-second Legislature - Second Regular Session,HCR2030
AZ1996HCR2031,1996 - Forty-second Legislature - Second Regular Session,HCR2031
AZ1996S1014,1996 - Forty-second Legislature - Second Regular Session,SB1014
AZ1996S1037,1996 - Forty-second Legislature - Second Regular Session,SB1037
AZ1996S1042,1996 - Forty-second Legislature - Second Regular Session,SB1042
AZ1996S1081,1996 - Forty-second Legislature - Second Regular Session,SB1081
AZ1996S1083,1996 - Forty-second Legislature - Second Regular Session,SB1083
AZ1996S1104,1996 - Forty-second Legislature - Second Regular Session,SB1104
AZ1996S1118,1996 - Forty-second Legislature - Second Regular Session,SB1118
AZ1996S1210,1996 - Forty-second Legislature - Second Regular Session,SB1210
AZ1996S1247,1996 - Forty-second Legislature - Second Regular Session,SB1247
AZ1996S1250,1996 - Forty-second Legislature - Second Regular Session,SB1250
AZ1996S1345,1996 - Forty-second Legislature - Second Regular Session,SB1345
AZ1996S1354,1996 - Forty-second Legislature - Second Regular Session,SB1354
AZ1996S1407,1996 - Forty-second Legislature - Second Regular Session,SB1407
AZ1996S1424,1996 - Forty-second Legislature - Second Regular Session,SB1424
AZ1996SCR1006,1996 - Forty-second Legislature - Second Regular Session,SCR1006
AZ1996SCR1015,1996 - Forty-second Legislature - Second Regular Session,SCR1015
AZ1996SCR1016,1996 - Forty-second Legislature - Second Regular Session,SCR1016
AZ1997H2001,1997 - Forty-third Legislature - First Regular Session,HB2001
AZ1997H2019,1997 - Forty-third Legislature - First Regular Session,HB2019
AZ1997H2113,1997 - Forty-third Legislature - First Regular Session,HB2113
AZ1997H2117,1997 - Forty-third Legislature - First Regular Session,HB2117
AZ1997H2119,1997 - Forty-third Legislature - First Regular Session,HB2119
AZ1997H2162,1997 - Forty-third Legislature - First Regular Session,HB2162
AZ1997H2168,1997 - Forty-third Legislature - First Regular Session,HB2168
AZ1997H2207,1997 - Forty-third Legislature - First Regular Session,HB2207
AZ1997H2246,1997 - Forty-third Legislature - First Regular Session,HB2246
AZ1997H2311,1997 - Forty-third Legislature - First Regular Session,HB2311
AZ1997H2320,1997 - Forty-third Legislature - First Regular Session,HB2320
AZ1997H2351,1997 - Forty-third Legislature - First Regular Session,HB2351
AZ1997H2461,1997 - Forty-third Legislature - First Regular Session,HB2461
AZ1997H2523,1997 - Forty-third Legislature - First Regular Session,HB2523
AZ1997H2550,1997 - Forty-third Legislature - First Regular Session,HB2550
AZ1997H2555,1997 - Forty-third Legislature - First Regular Session,HB2555
AZ1997HCR2001,1997 - Forty-third Legislature - First Regular Session,HCR2001
AZ1997HCR2003,1997 - Forty-third Legislature - First Regular Session,HCR2003
AZ1997HCR2004,1997 - Forty-third Legislature - First Regular Session,HCR2004
AZ1997HCR2005,1997 - Forty-third Legislature - First Regular Session,HCR2005
AZ1997HCR2006,1997 - Forty-third Legislature - First Regular Session,HCR2006
AZ1997HCR2007,1997 - Forty-third Legislature - First Regular Session,HCR2007
AZ1997HCR2008,1997 - Forty-third Legislature - First Regular Session,HCR2008
AZ1997HCR2009,1997 - Forty-third Legislature - First Regular Session,HCR2009
AZ1997HCR2010,1997 - Forty-third Legislature - First Regular Session,HCR2010
AZ1997HCR2011,1997 - Forty-third Legislature - First Regular Session,HCR2011
AZ1997HCR2013,1997 - Forty-third Legislature - First Regular Session,HCR2013
AZ1997HCR2014,1997 - Forty-third Legislature - First Regular Session,HCR2014
AZ1997HCR2015,1997 - Forty-third Legislature - First Regular Session,HCR2015
AZ1997HCR2016,1997 - Forty-third Legislature - First Regular Session,HCR2016
AZ1997HCR2017,1997 - Forty-third Legislature - First Regular Session,HCR2017
AZ1997HCR2018,1997 - Forty-third Legislature - First Regular Session,HCR2018
AZ1997HCR2019,1997 - Forty-third Legislature - First Regular Session,HCR2019
AZ1997HCR2020,1997 - Forty-third Legislature - First Regular Session,HCR2020
AZ1997HCR2021,1997 - Forty-third Legislature - First Regular Session,HCR2021
AZ1997HCR2022,1997 - Forty-third Legislature - First Regular Session,HCR2022
AZ1997HCR2023,1997 - Forty-third Legislature - First Regular Session,HCR2023
AZ1997HCR2024,1997 - Forty-third Legislature - First Regular Session,HCR2024
AZ1997HCR2025,1997 - Forty-third Legislature - First Regular Session,HCR2025
AZ1997HCR2026,1997 - Forty-third Legislature - First Regular Session,HCR2026
AZ1997HCR2027,1997 - Forty-third Legislature - First Regular Session,HCR2027
AZ1997HCR2029,1997 - Forty-third Legislature - First Regular Session,HCR2029
AZ1997HCR2030,1997 - Forty-third Legislature - First Regular Session,HCR2030
AZ1997S1039,1997 - Forty-third Legislature - First Regular Session,SB1039
AZ1997S1049,1997 - Forty-third Legislature - First Regular Session,SB1049
AZ1997S1124,1997 - Forty-third Legislature - First Regular Session,SB1124
AZ1997S1146,1997 - Forty-third Legislature - First Regular Session,SB1146
AZ1997S1148,1997 - Forty-third Legislature - First Regular Session,SB1148
AZ1997S1150,1997 - Forty-third Legislature - First Regular Session,SB1150
AZ1997S1188,1997 - Forty-third Legislature - First Regular Session,SB1188
AZ1997S1209,1997 - Forty-third Legislature - First Regular Session,SB1209
AZ1997S1237,1997 - Forty-third Legislature - First Regular Session,SB1237
AZ1997S1238,1997 - Forty-third Legislature - First Regular Session,SB1238
AZ1997S1265,1997 - Forty-third Legislature - First Regular Session,SB1265
AZ1997S1280,1997 - Forty-third Legislature - First Regular Session,SB1280
AZ1997S1283,1997 - Forty-third Legislature - First Regular Session,SB1283
AZ1997S1284,1997 - Forty-third Legislature - First Regular Session,SB1284
AZ1997S1285,1997 - Forty-third Legislature - First Regular Session,SB1285
AZ1997S1380,1997 - Forty-third Legislature - First Regular Session,SB1380
AZ1997S1415,1997 - Forty-third Legislature - First Regular Session,SB1415
AZ1997S1454,1997 - Forty-third Legislature - First Regular Session,SB1454
AZ1997S1460,1997 - Forty-third Legislature - First Regular Session,SB1460
AZ1997SCR1001,1997 - Forty-third Legislature - First Regular Session,SCR1001
AZ1997SCR1002,1997 - Forty-third Legislature - First Regular Session,SCR1002
AZ1997SCR1003,1997 - Forty-third Legislature - First Regular Session,SCR1003
AZ1997SCR1004,1997 - Forty-third Legislature - First Regular Session,SCR1004
AZ1997SCR1005,1997 - Forty-third Legislature - First Regular Session,SCR1005
AZ1997SCR1007,1997 - Forty-third Legislature - First Regular Session,SCR1007
AZ1997SCR1008,1997 - Forty-third Legislature - First Regular Session,SCR1008
AZ1997SCR1009,1997 - Forty-third Legislature - First Regular Session,SCR1009
AZ1997SCR1010,1997 - Forty-third Legislature - First Regular Session,SCR1010
AZ1997SCR1012,1997 - Forty-third Legislature - First Regular Session,SCR1012
AZ1997SCR1013,1997 - Forty-third Legislature - First Regular Session,SCR1013
AZ1997SCR1014,1997 - Forty-third Legislature - First Regular Session,SCR1014
AZ1997SCR1015,1997 - Forty-third Legislature - First Regular Session,SCR1015
AZ1997SCR1016,1997 - Forty-third Legislature - First Regular Session,SCR1016
AZ1997SCR1017,1997 - Forty-third Legislature - First Regular Session,SCR1017
AZ1997SCR1019,1997 - Forty-third Legislature - First Regular Session,SCR1019
AZ1997SCR1020,1997 - Forty-third Legislature - First Regular Session,SCR1020
AZ1997SCR1021,1997 - Forty-third Legislature - First Regular Session,SCR1021
AZ1997SCR1022,1997 - Forty-third Legislature - First Regular Session,SCR1022
AZ1997SCR1023,1997 - Forty-third Legislature - First Regular Session,SCR1023
AZ1997SCR1024,1997 - Forty-third Legislature - First Regular Session,SCR1024
AZ1997H2004,1997 - Forty-third Legislature - Second Special Session,HB2004
AZ1997S1003,1997 - Forty-third Legislature - Second Special Session,SB1003
AZ1998H2004,1998 - Forty-third Legislature - Second Regular Session,HB2004
AZ1998H2019,1998 - Forty-third Legislature - Second Regular Session,HB2019
AZ1998H2020,1998 - Forty-third Legislature - Second Regular Session,HB2020
AZ1998H2028,1998 - Forty-third Legislature - Second Regular Session,HB2028
AZ1998H2041,1998 - Forty-third Legislature - Second Regular Session,HB2041
AZ1998H2045,1998 - Forty-third Legislature - Second Regular Session,HB2045
AZ1998H2052,1998 - Forty-third Legislature - Second Regular Session,HB2052
AZ1998H2087,1998 - Forty-third Legislature - Second Regular Session,HB2087
AZ1998H2150,1998 - Forty-third Legislature - Second Regular Session,HB2150
AZ1998H2158,1998 - Forty-third Legislature - Second Regular Session,HB2158
AZ1998H2172,1998 - Forty-third Legislature - Second Regular Session,HB2172
AZ1998H2184,1998 - Forty-third Legislature - Second Regular Session,HB2184
AZ1998H2186,1998 - Forty-third Legislature - Second Regular Session,HB2186
AZ1998H2212,1998 - Forty-third Legislature - Second Regular Session,HB2212
AZ1998H2256,1998 - Forty-third Legislature - Second Regular Session,HB2256
AZ1998H2257,1998 - Forty-third Legislature - Second Regular Session,HB2257
AZ1998H2283,1998 - Forty-third Legislature - Second Regular Session,HB2283
AZ1998H2324,1998 - Forty-third Legislature - Second Regular Session,HB2324
AZ1998H2336,1998 - Forty-third Legislature - Second Regular Session,HB2336
AZ1998H2341,1998 - Forty-third Legislature - Second Regular Session,HB2341
AZ1998H2386,1998 - Forty-third Legislature - Second Regular Session,HB2386
AZ1998H2392,1998 - Forty-third Legislature - Second Regular Session,HB2392
AZ1998H2412,1998 - Forty-third Legislature - Second Regular Session,HB2412
AZ1998H2418,1998 - Forty-third Legislature - Second Regular Session,HB2418
AZ1998H2425,1998 - Forty-third Legislature - Second Regular Session,HB2425
AZ1998H2454,1998 - Forty-third Legislature - Second Regular Session,HB2454
AZ1998H2478,1998 - Forty-third Legislature - Second Regular Session,HB2478
AZ1998H2491,1998 - Forty-third Legislature - Second Regular Session,HB2491
AZ1998H2493,1998 - Forty-third Legislature - Second Regular Session,HB2493
AZ1998H2564,1998 - Forty-third Legislature - Second Regular Session,HB2564
AZ1998H2588,1998 - Forty-third Legislature - Second Regular Session,HB2588
AZ1998H2630,1998 - Forty-third Legislature - Second Regular Session,HB2630
AZ1998H2688,1998 - Forty-third Legislature - Second Regular Session,HB2688
AZ1998HCR2002,1998 - Forty-third Legislature - Second Regular Session,HCR2002
AZ1998HCR2003,1998 - Forty-third Legislature - Second Regular Session,HCR2003
AZ1998HCR2004,1998 - Forty-third Legislature - Second Regular Session,HCR2004
AZ1998HCR2006,1998 - Forty-third Legislature - Second Regular Session,HCR2006
AZ1998HCR2007,1998 - Forty-third Legislature - Second Regular Session,HCR2007
AZ1998HCR2008,1998 - Forty-third Legislature - Second Regular Session,HCR2008
AZ1998HCR2009,1998 - Forty-third Legislature - Second Regular Session,HCR2009
AZ1998HCR2010,1998 - Forty-third Legislature - Second Regular Session,HCR2010
AZ1998HCR2012,1998 - Forty-third Legislature - Second Regular Session,HCR2012
AZ1998HCR2013,1998 - Forty-third Legislature - Second Regular Session,HCR2013
AZ1998HCR2014,1998 - Forty-third Legislature - Second Regular Session,HCR2014
AZ1998HCR2015,1998 - Forty-third Legislature - Second Regular Session,HCR2015
AZ1998HCR2016,1998 - Forty-third Legislature - Second Regular Session,HCR2016
AZ1998HCR2017,1998 - Forty-third Legislature - Second Regular Session,HCR2017
AZ1998HCR2018,1998 - Forty-third Legislature - Second Regular Session,HCR2018
AZ1998HCR2019,1998 - Forty-third Legislature - Second Regular Session,HCR2019
AZ1998HCR2020,1998 - Forty-third Legislature - Second Regular Session,HCR2020
AZ1998HCR2025,1998 - Forty-third Legislature - Second Regular Session,HCR2025
AZ1998HCR2027,1998 - Forty-third Legislature - Second Regular Session,HCR2027
AZ1998S1019,1998 - Forty-third Legislature - Second Regular Session,SB1019
AZ1998S1040,1998 - Forty-third Legislature - Second Regular Session,SB1040
AZ1998S1110,1998 - Forty-third Legislature - Second Regular Session,SB1110
AZ1998S1147,1998 - Forty-third Legislature - Second Regular Session,SB1147
AZ1998S1205,1998 - Forty-third Legislature - Second Regular Session,SB1205
AZ1998S1239,1998 - Forty-third Legislature - Second Regular Session,SB1239
AZ1998S1255,1998 - Forty-third Legislature - Second Regular Session,SB1255
AZ1998S1284,1998 - Forty-third Legislature - Second Regular Session,SB1284
AZ1998S1285,1998 - Forty-third Legislature - Second Regular Session,SB1285
AZ1998S1286,1998 - Forty-third Legislature - Second Regular Session,SB1286
AZ1998S1291,1998 - Forty-third Legislature - Second Regular Session,SB1291
AZ1998S1372,1998 - Forty-third Legislature - Second Regular Session,SB1372
AZ1998S1373,1998 - Forty-third Legislature - Second Regular Session,SB1373
AZ1998S1401,1998 - Forty-third Legislature - Second Regular Session,SB1401
AZ1998S1426,1998 - Forty-third Legislature - Second Regular Session,SB1426
AZ1998SCR1008,1998 - Forty-third Legislature - Second Regular Session,SCR1008
AZ1998SCR1014,1998 - Forty-third Legislature - Second Regular Session,SCR1014
AZ1998S1002,1998 - Forty-third Legislature - Third Special Session,SB1002
AZ1998S1003,1998 - Forty-third Legislature - Third Special Session,SB1003
AZ1998SCR1001,1998 - Forty-third Legislature - Third Special Session,SCR1001
AZ1999H2006,1999 - Forty-fourth Legislature - First Regular Session,HB2006
AZ1999H2036,1999 - Forty-fourth Legislature - First Regular Session,HB2036
AZ1999H2081,1999 - Forty-fourth Legislature - First Regular Session,HB2081
AZ1999H2096,1999 - Forty-fourth Legislature - First Regular Session,HB2096
AZ1999H2098,1999 - Forty-fourth Legislature - First Regular Session,HB2098
AZ1999H2100,1999 - Forty-fourth Legislature - First Regular Session,HB2100
AZ1999H2101,1999 - Forty-fourth Legislature - First Regular Session,HB2101
AZ1999H2102,1999 - Forty-fourth Legislature - First Regular Session,HB2102
AZ1999H2113,1999 - Forty-fourth Legislature - First Regular Session,HB2113
AZ1999H2114,1999 - Forty-fourth Legislature - First Regular Session,HB2114
AZ1999H2115,1999 - Forty-fourth Legislature - First Regular Session,HB2115
AZ1999H2116,1999 - Forty-fourth Legislature - First Regular Session,HB2116
AZ1999H2117,1999 - Forty-fourth Legislature - First Regular Session,HB2117
AZ1999H2118,1999 - Forty-fourth Legislature - First Regular Session,HB2118
AZ1999H2160,1999 - Forty-fourth Legislature - First Regular Session,HB2160
AZ1999H2162,1999 - Forty-fourth Legislature - First Regular Session,HB2162
AZ1999H2182,1999 - Forty-fourth Legislature - First Regular Session,HB2182
AZ1999H2184,1999 - Forty-fourth Legislature - First Regular Session,HB2184
AZ1999H2185,1999 - Forty-fourth Legislature - First Regular Session,HB2185
AZ1999H2199,1999 - Forty-fourth Legislature - First Regular Session,HB2199
AZ1999H2237,1999 - Forty-fourth Legislature - First Regular Session,HB2237
AZ1999H2238,1999 - Forty-fourth Legislature - First Regular Session,HB2238
AZ1999H2320,1999 - Forty-fourth Legislature - First Regular Session,HB2320
AZ1999H2343,1999 - Forty-fourth Legislature - First Regular Session,HB2343
AZ1999H2597,1999 - Forty-fourth Legislature - First Regular Session,HB2597
AZ1999H2656,1999 - Forty-fourth Legislature - First Regular Session,HB2656
AZ1999H2674,1999 - Forty-fourth Legislature - First Regular Session,HB2674
AZ1999H2698,1999 - Forty-fourth Legislature - First Regular Session,HB2698
AZ1999HCR2003,1999 - Forty-fourth Legislature - First Regular Session,HCR2003
AZ1999HCR2004,1999 - Forty-fourth Legislature - First Regular Session,HCR2004
AZ1999HCR2005,1999 - Forty-fourth Legislature - First Regular Session,HCR2005
AZ1999HCR2006,1999 - Forty-fourth Legislature - First Regular Session,HCR2006
AZ1999HCR2007,1999 - Forty-fourth Legislature - First Regular Session,HCR2007
AZ1999HCR2008,1999 - Forty-fourth Legislature - First Regular Session,HCR2008
AZ1999HCR2009,1999 - Forty-fourth Legislature - First Regular Session,HCR2009
AZ1999HCR2011,1999 - Forty-fourth Legislature - First Regular Session,HCR2011
AZ1999HCR2012,1999 - Forty-fourth Legislature - First Regular Session,HCR2012
AZ1999HCR2013,1999 - Forty-fourth Legislature - First Regular Session,HCR2013
AZ1999HCR2014,1999 - Forty-fourth Legislature - First Regular Session,HCR2014
AZ1999HCR2015,1999 - Forty-fourth Legislature - First Regular Session,HCR2015
AZ1999HCR2016,1999 - Forty-fourth Legislature - First Regular Session,HCR2016
AZ1999HCR2017,1999 - Forty-fourth Legislature - First Regular Session,HCR2017
AZ1999HCR2018,1999 - Forty-fourth Legislature - First Regular Session,HCR2018
AZ1999HCR2023,1999 - Forty-fourth Legislature - First Regular Session,HCR2023
AZ1999HCR2024,1999 - Forty-fourth Legislature - First Regular Session,HCR2024
AZ1999S1011,1999 - Forty-fourth Legislature - First Regular Session,SB1011
AZ1999S1178,1999 - Forty-fourth Legislature - First Regular Session,SB1178
AZ1999S1207,1999 - Forty-fourth Legislature - First Regular Session,SB1207
AZ1999S1227,1999 - Forty-fourth Legislature - First Regular Session,SB1227
AZ1999S1314,1999 - Forty-fourth Legislature - First Regular Session,SB1314
AZ1999S1340,1999 - Forty-fourth Legislature - First Regular Session,SB1340
AZ1999SCR1003,1999 - Forty-fourth Legislature - First Regular Session,SCR1003
AZ2000H2206,2000 - Forty-fourth Legislature - Second Regular Session,HB2206
AZ2000H2207,2000 - Forty-fourth Legislature - Second Regular Session,HB2207
AZ2000H2293,2000 - Forty-fourth Legislature - Second Regular Session,HB2293
AZ2000H2296,2000 - Forty-fourth Legislature - Second Regular Session,HB2296
AZ2000H2352,2000 - Forty-fourth Legislature - Second Regular Session,HB2352
AZ2000H2569,2000 - Forty-fourth Legislature - Second Regular Session,HB2569
AZ2000H2608,2000 - Forty-fourth Legislature - Second Regular Session,HB2608
AZ2000H2649,2000 - Forty-fourth Legislature - Second Regular Session,HB2649
AZ2000H2672,2000 - Forty-fourth Legislature - Second Regular Session,HB2672
AZ2000H2698,2000 - Forty-fourth Legislature - Second Regular Session,HB2698
AZ2000H2710,2000 - Forty-fourth Legislature - Second Regular Session,HB2710
AZ2000HCMHCM2007,2000 - Forty-fourth Legislature - Second Regular Session,HCMHCM2007
AZ2000HCR2001,2000 - Forty-fourth Legislature - Second Regular Session,HCR2001
AZ2000HCR2002,2000 - Forty-fourth Legislature - Second Regular Session,HCR2002
AZ2000HCR2005,2000 - Forty-fourth Legislature - Second Regular Session,HCR2005
AZ2000HCR2006,2000 - Forty-fourth Legislature - Second Regular Session,HCR2006
AZ2000HCR2007,2000 - Forty-fourth Legislature - Second Regular Session,HCR2007
AZ2000HCR2008,2000 - Forty-fourth Legislature - Second Regular Session,HCR2008
AZ2000HCR2009,2000 - Forty-fourth Legislature - Second Regular Session,HCR2009
AZ2000HCR2010,2000 - Forty-fourth Legislature - Second Regular Session,HCR2010
AZ2000HCR2011,2000 - Forty-fourth Legislature - Second Regular Session,HCR2011
AZ2000HCR2012,2000 - Forty-fourth Legislature - Second Regular Session,HCR2012
AZ2000HCR2013,2000 - Forty-fourth Legislature - Second Regular Session,HCR2013
